CMDLINE python sklearn.py
MEM 5281.773438 1742195499.7057
MEM 4732.773438 1742195499.9911
MEM 4700.773438 1742195500.2758
MEM 4672.773438 1742195500.6035
MEM 4688.773438 1742195500.8461
MEM 4903.078125 1742195501.2119
MEM 4963.335938 1742195501.5297
MEM 5053.148438 1742195501.8993
MEM 4815.726562 1742195502.2743
MEM 5134.378906 1742195502.6504
MEM 4369.335938 1742195502.9326
MEM 4668.683594 1742195503.2775
MEM 4983.644531 1742195503.6136
MEM 4887.296875 1742195503.9845
MEM 4780.296875 1742195504.3757
MEM 5075.644531 1742195504.6933
MEM 5768.992188 1742195505.0382
MEM 4821.644531 1742195505.3805
MEM 4137.644531 1742195505.6877
MEM 4921.644531 1742195506.0137
MEM 4453.160156 1742195506.3549
MEM 5146.191406 1742195506.7065
MEM 4937.191406 1742195507.0063
MEM 4519.191406 1742195507.2259
MEM 4573.191406 1742195507.4401
MEM 5015.191406 1742195507.7177
MEM 4795.234375 1742195507.9876
MEM 5171.929688 1742195508.2561
MEM 4553.277344 1742195508.5256
MEM 4701.835938 1742195508.7965
MEM 5091.277344 1742195509.1062
MEM 4600.277344 1742195509.4520
MEM 4602.625000 1742195509.7991
MEM 5638.625000 1742195510.1359
MEM 4857.625000 1742195510.5235
MEM 4695.929688 1742195510.9037
MEM 4730.929688 1742195511.2672
MEM 4923.816406 1742195511.6349
MEM 5143.121094 1742195512.0231
MEM 5522.886719 1742195512.3744
MEM 4534.234375 1742195512.7741
MEM 4337.234375 1742195513.1160
MEM 4521.886719 1742195513.5069
MEM 4576.234375 1742195513.8768
MEM 4533.886719 1742195514.1964
MEM 4439.539062 1742195514.5087
MEM 4452.886719 1742195514.8372
MEM 4821.886719 1742195515.1589
MEM 5471.886719 1742195515.5050
MEM 5266.539062 1742195515.7699
MEM 5072.835938 1742195516.0149
MEM 4401.183594 1742195516.2600
MEM 5450.839844 1742195516.5010
MEM 4566.839844 1742195516.7829
MEM 5441.839844 1742195517.0271
MEM 4481.492188 1742195517.2475
MEM 4998.839844 1742195517.4508
MEM 5135.519531 1742195517.6819
MEM 4802.519531 1742195517.9257
MEM 4165.238281 1742195518.1917
MEM 4911.867188 1742195518.3729
MEM 4913.214844 1742195518.6420
MEM 4742.214844 1742195518.9613
MEM 4498.882812 1742195519.2194
MEM 4654.476562 1742195519.6537
MEM 5055.824219 1742195519.9268
MEM 5454.824219 1742195520.2083
MEM 4672.722656 1742195520.5689
MEM 4565.214844 1742195520.7472
MEM 4546.519531 1742195520.9511
MEM 4678.214844 1742195521.1925
MEM 4910.214844 1742195521.5796
MEM 4890.867188 1742195521.8925
MEM 4993.171875 1742195522.2650
MEM 5320.679688 1742195522.6285
MEM 4847.027344 1742195523.0020
MEM 5052.027344 1742195523.3301
MEM 5399.679688 1742195523.7108
MEM 5164.332031 1742195524.1023
MEM 4551.152344 1742195524.4328
MEM 4460.558594 1742195524.6242
MEM 4335.558594 1742195524.9254
MEM 5069.906250 1742195525.2886
MEM 4878.253906 1742195525.6407
MEM 4759.906250 1742195525.9926
MEM 4951.210938 1742195526.2816
MEM 4725.339844 1742195526.6274
MEM 5717.992188 1742195526.9715
MEM 4695.992188 1742195527.2217
MEM 5363.992188 1742195527.5799
MEM 4220.296875 1742195527.8796
MEM 4339.644531 1742195528.1809
MEM 4880.992188 1742195528.4065
MEM 5082.992188 1742195528.6731
MEM 4540.992188 1742195528.9223
MEM 5066.644531 1742195529.1699
MEM 4694.644531 1742195529.4337
MEM 5034.339844 1742195529.7435
MEM 4556.296875 1742195530.1787
MEM 4620.644531 1742195530.4900
MEM 4193.992188 1742195530.8715
MEM 4582.644531 1742195531.2039
MEM 4192.550781 1742195531.5575
MEM 5016.550781 1742195531.7713
MEM 5403.246094 1742195532.1247
MEM 4572.593750 1742195532.5095
MEM 4686.003906 1742195532.7105
MEM 5072.593750 1742195532.9431
MEM 4831.941406 1742195533.2758
MEM 4963.289062 1742195533.6041
MEM 4915.941406 1742195533.9588
MEM 5087.941406 1742195534.1967
MEM 4802.246094 1742195534.4412
MEM 4813.593750 1742195534.7444
MEM 4390.941406 1742195535.0426
MEM 4492.160156 1742195535.3289
MEM 4631.507812 1742195535.6067
MEM 5495.703125 1742195535.8759
MEM 4581.007812 1742195536.3200
MEM 5362.007812 1742195536.6557
MEM 4941.660156 1742195536.9315
MEM 5036.445312 1742195537.2755
MEM 4175.750000 1742195537.6414
MEM 5385.402344 1742195537.9028
MEM 4631.183594 1742195538.2570
MEM 4700.226562 1742195538.5003
MEM 4718.878906 1742195538.8892
MEM 5611.531250 1742195539.2742
MEM 4455.183594 1742195539.5707
MEM 4664.878906 1742195539.8152
MEM 4747.531250 1742195540.0207
MEM 5004.531250 1742195540.2559
MEM 4783.878906 1742195540.5255
MEM 4681.828125 1742195540.8569
MEM 4903.175781 1742195541.1697
MEM 4634.175781 1742195541.4190
MEM 5467.523438 1742195541.6608
MEM 4689.871094 1742195541.9373
MEM 4654.218750 1742195542.2800
MEM 4291.082031 1742195542.5435
MEM 4884.472656 1742195542.8358
MEM 4845.472656 1742195543.1465
MEM 4969.125000 1742195543.4109
MEM 5215.777344 1742195543.6629
MEM 4929.839844 1742195543.9443
MEM 4856.429688 1742195544.2495
MEM 4831.824219 1742195544.5251
MEM 4493.085938 1742195544.8695
MEM 4571.824219 1742195545.1116
MEM 4678.757812 1742195545.4435
MEM 5037.316406 1742195545.7005
MEM 4434.714844 1742195546.1260
MEM 4667.367188 1742195546.5575
MEM 4860.714844 1742195546.9188
MEM 5408.367188 1742195547.2675
MEM 4802.953125 1742195547.6381
MEM 4780.953125 1742195547.8377
MEM 5003.605469 1742195548.2377
MEM 4875.605469 1742195548.4284
MEM 4951.953125 1742195548.7671
MEM 5225.257812 1742195549.0262
MEM 4994.605469 1742195549.2830
MEM 5603.910156 1742195549.5783
MEM 4241.910156 1742195549.8221
MEM 4944.257812 1742195550.1247
MEM 4712.910156 1742195550.4538
MEM 5382.929688 1742195550.7159
MEM 5161.980469 1742195551.0002
MEM 5604.675781 1742195551.2309
MEM 5285.675781 1742195551.5194
MEM 4829.437500 1742195551.8094
MEM 4881.785156 1742195552.1765
MEM 5274.437500 1742195552.5224
MEM 5180.117188 1742195552.8435
MEM 4650.074219 1742195553.0321
MEM 4669.027344 1742195553.4735
MEM 4979.027344 1742195553.8508
MEM 5197.679688 1742195554.1022
MEM 4914.679688 1742195554.3919
MEM 4847.027344 1742195554.7150
MEM 4963.375000 1742195555.0876
MEM 5472.375000 1742195555.4144
MEM 4826.375000 1742195555.7894
MEM 4530.027344 1742195556.2146
MEM 4752.027344 1742195556.5567
MEM 4767.027344 1742195556.9194
MEM 4610.917969 1742195557.2709
MEM 4772.375000 1742195557.6054
MEM 5126.375000 1742195557.9303
MEM 5133.734375 1742195558.2874
MEM 4602.039062 1742195558.6648
MEM 4339.039062 1742195558.9191
MEM 4946.039062 1742195559.1912
MEM 4516.742188 1742195559.5580
MEM 4690.089844 1742195559.9109
MEM 4807.437500 1742195560.2266
MEM 4772.437500 1742195560.5120
MEM 4396.742188 1742195560.7981
MEM 5289.089844 1742195561.0796
MEM 4596.742188 1742195561.3833
MEM 5044.742188 1742195561.6817
MEM 4841.261719 1742195562.0057
MEM 5150.136719 1742195562.3816
MEM 4177.148438 1742195562.6394
MEM 4722.398438 1742195562.9765
MEM 4871.851562 1742195563.3176
MEM 4483.199219 1742195563.6173
MEM 4578.199219 1742195563.9031
MEM 4882.984375 1742195564.2076
MEM 4757.332031 1742195564.4968
MEM 5256.332031 1742195564.7843
MEM 4300.984375 1742195565.0978
MEM 4802.332031 1742195565.4173
MEM 4863.984375 1742195565.6823
MEM 4705.636719 1742195565.9397
MEM 4745.941406 1742195566.2517
MEM 4644.289062 1742195566.5704
MEM 5469.664062 1742195566.8828
MEM 4931.011719 1742195567.1401
MEM 4414.316406 1742195567.3441
MEM 5359.664062 1742195567.6876
MEM 5266.316406 1742195568.0173
MEM 5391.316406 1742195568.2855
MEM 5006.968750 1742195568.5896
MEM 5231.621094 1742195568.9411
MEM 5037.621094 1742195569.2512
MEM 4319.933594 1742195569.6160
MEM 4647.621094 1742195569.9127
MEM 4807.968750 1742195570.1750
MEM 5275.968750 1742195570.5554
MEM 4789.968750 1742195570.9021
MEM 5062.097656 1742195571.2636
MEM 5262.925781 1742195571.6246
MEM 4420.398438 1742195571.9691
MEM 4477.050781 1742195572.3471
MEM 4769.882812 1742195572.6318
MEM 4708.230469 1742195572.9544
MEM 4557.882812 1742195573.2433
MEM 5044.882812 1742195573.5617
MEM 4288.230469 1742195573.8812
MEM 4915.578125 1742195574.1672
MEM 4315.230469 1742195574.4440
MEM 4712.187500 1742195574.7237
MEM 4701.789062 1742195575.0301
MEM 4489.882812 1742195575.3621
MEM 4367.535156 1742195575.6575
MEM 4474.535156 1742195575.9102
MEM 4734.187500 1742195576.2364
MEM 4639.187500 1742195576.5589
MEM 4559.492188 1742195576.8753
MEM 4859.839844 1742195577.2212
MEM 5176.839844 1742195577.5065
MEM 5411.839844 1742195577.7979
MEM 4730.082031 1742195578.1012
MEM 4596.082031 1742195578.3558
MEM 4564.636719 1742195578.6616
MEM 4710.289062 1742195578.9150
MEM 5272.984375 1742195579.2093
MEM 4720.007812 1742195579.4933
MEM 4909.703125 1742195579.7961
MEM 5337.332031 1742195580.1441
MEM 4546.289062 1742195580.4132
MEM 4996.636719 1742195580.7293
MEM 5046.636719 1742195580.9949
MEM 5007.984375 1742195581.2733
MEM 4742.332031 1742195581.5220
MEM 4202.656250 1742195581.8221
MEM 3748.656250 1742195582.0929
MEM 4340.656250 1742195582.2784
MEM 4554.097656 1742195582.5845
MEM 4548.054688 1742195582.8731
MEM 4486.707031 1742195583.1372
MEM 4565.707031 1742195583.3868
MEM 3826.707031 1742195583.6772
MEM 4140.363281 1742195583.9255
MEM 3190.187500 1742195584.2300
MEM 3624.535156 1742195584.4723
MEM 3875.187500 1742195584.7054
MEM 3593.492188 1742195584.9457
MEM 2842.796875 1742195585.2149
MEM 3624.144531 1742195585.4170
MEM 3905.144531 1742195585.6621
MEM 4199.492188 1742195585.9995
MEM 4331.492188 1742195586.3157
MEM 3596.144531 1742195586.6258
MEM 4009.796875 1742195586.9453
MEM 3264.449219 1742195587.2353
MEM 3321.371094 1742195587.5392
MEM 3389.718750 1742195587.7169
MEM 4206.796875 1742195588.0854
MEM 3963.449219 1742195588.3602
MEM 3878.101562 1742195588.6317
MEM 4102.449219 1742195588.8704
MEM 3438.449219 1742195589.2296
MEM 3328.449219 1742195589.5171
MEM 3190.101562 1742195589.9048
MEM 3395.753906 1742195590.1262
MEM 3772.101562 1742195590.3799
MEM 3404.449219 1742195590.7997
MEM 4148.449219 1742195591.1178
MEM 3750.042969 1742195591.3704
MEM 3322.042969 1742195591.6373
MEM 3763.695312 1742195591.9474
MEM 3732.390625 1742195592.2693
MEM 3735.390625 1742195592.5713
MEM 3853.042969 1742195592.8143
MEM 3235.695312 1742195593.1275
MEM 3466.042969 1742195593.4377
MEM 3392.695312 1742195593.6915
MEM 3156.347656 1742195593.9599
MEM 3761.695312 1742195594.1606
MEM 3505.742188 1742195594.4990
MEM 3893.089844 1742195594.8275
MEM 3776.046875 1742195595.1413
MEM 3751.699219 1742195595.4755
MEM 3666.699219 1742195595.7685
MEM 3205.351562 1742195596.0460
MEM 3608.699219 1742195596.3412
MEM 3850.046875 1742195596.6290
MEM 3592.046875 1742195596.9373
MEM 3636.046875 1742195597.2337
MEM 3555.726562 1742195597.4591
MEM 3599.378906 1742195597.7156
MEM 3591.726562 1742195598.0004
MEM 3927.378906 1742195598.2145
MEM 4296.378906 1742195598.5465
MEM 3980.378906 1742195598.8285
MEM 3633.378906 1742195599.1175
MEM 3914.031250 1742195599.3705
MEM 4147.683594 1742195599.5899
MEM 3855.683594 1742195599.8917
MEM 4023.941406 1742195600.1972
MEM 3958.941406 1742195600.5085
MEM 3676.000000 1742195600.8404
MEM 3151.125000 1742195601.1665
MEM 3488.132812 1742195601.4734
MEM 3387.785156 1742195601.6549
MEM 4347.132812 1742195601.9058
MEM 3686.785156 1742195602.1095
MEM 3521.437500 1742195602.3167
MEM 3978.089844 1742195602.5680
MEM 3124.437500 1742195602.8144
MEM 4164.437500 1742195603.0183
MEM 3685.089844 1742195603.2637
MEM 3460.437500 1742195603.5181
MEM 3135.812500 1742195603.7571
MEM 3861.464844 1742195603.9945
MEM 3871.464844 1742195604.2125
MEM 3480.769531 1742195604.4970
MEM 3419.769531 1742195604.7417
MEM 3872.769531 1742195605.0272
MEM 3709.769531 1742195605.2278
MEM 3277.769531 1742195605.4707
MEM 3809.421875 1742195605.7634
MEM 3731.421875 1742195606.0193
MEM 3654.769531 1742195606.2659
MEM 3828.769531 1742195606.5258
MEM 3233.769531 1742195606.7562
MEM 3723.117188 1742195607.0338
MEM 3263.117188 1742195607.2424
MEM 3333.769531 1742195607.4859
MEM 3646.421875 1742195607.8292
MEM 3622.421875 1742195608.1568
MEM 3093.667969 1742195608.4615
MEM 4040.015625 1742195608.7529
MEM 3423.667969 1742195609.0560
MEM 3260.320312 1742195609.3469
MEM 3328.015625 1742195609.6438
MEM 3569.710938 1742195609.9037
MEM 3819.710938 1742195610.1524
MEM 3723.667969 1742195610.4770
MEM 3890.019531 1742195610.8294
MEM 3542.019531 1742195611.1688
MEM 3408.019531 1742195611.4286
MEM 3789.367188 1742195611.7239
MEM 3346.367188 1742195611.9789
MEM 3741.160156 1742195612.3077
MEM 3688.160156 1742195612.6425
MEM 3557.464844 1742195612.9583
MEM 3482.117188 1742195613.2539
MEM 3284.421875 1742195613.5699
MEM 4079.117188 1742195613.8475
MEM 3260.117188 1742195614.1756
MEM 3772.542969 1742195614.4990
MEM 3782.195312 1742195614.7393
MEM 4034.835938 1742195615.0376
MEM 3624.183594 1742195615.3013
MEM 3556.082031 1742195615.5843
MEM 3383.082031 1742195615.9910
MEM 3630.734375 1742195616.3352
MEM 3795.386719 1742195616.6514
MEM 4020.140625 1742195616.9003
MEM 3615.140625 1742195617.1455
MEM 4157.699219 1742195617.3466
MEM 3708.046875 1742195617.6268
MEM 3595.394531 1742195617.9693
MEM 3775.738281 1742195618.2935
MEM 3340.738281 1742195618.5610
MEM 3332.738281 1742195618.8984
MEM 3789.238281 1742195619.2226
MEM 4028.238281 1742195619.5474
MEM 3541.585938 1742195619.8718
MEM 3623.187500 1742195620.1997
MEM 3559.890625 1742195620.4780
MEM 3128.238281 1742195620.8072
MEM 3185.238281 1742195621.0971
MEM 3146.238281 1742195621.4127
MEM 3646.238281 1742195621.7370
MEM 3546.585938 1742195622.0469
MEM 3647.585938 1742195622.3860
MEM 3712.238281 1742195622.6577
MEM 3404.238281 1742195622.9631
MEM 3767.238281 1742195623.2706
MEM 3020.585938 1742195623.5824
MEM 3459.933594 1742195623.8992
MEM 3036.875000 1742195624.1570
MEM 2717.066406 1742195624.4459
MEM 2945.996094 1742195624.7116
MEM 2561.441406 1742195624.9916
MEM 2401.093750 1742195625.2354
MEM 2416.746094 1742195625.4909
MEM 2401.746094 1742195625.7768
MEM 2579.746094 1742195625.9900
MEM 2630.746094 1742195626.2764
MEM 2361.183594 1742195626.4578
MEM 2335.835938 1742195626.7424
MEM 2450.835938 1742195627.0211
MEM 2620.183594 1742195627.2066
MEM 2400.835938 1742195627.4744
MEM 2329.835938 1742195627.7804
MEM 2629.835938 1742195628.0446
MEM 2316.835938 1742195628.3133
MEM 3061.835938 1742195628.5528
MEM 2778.488281 1742195628.8530
MEM 2190.835938 1742195629.1212
MEM 2477.183594 1742195629.4721
MEM 2457.835938 1742195629.7398
MEM 1987.656250 1742195629.9270
MEM 1933.308594 1742195630.1666
MEM 1672.308594 1742195630.3755
MEM 2184.308594 1742195630.6248
MEM 1768.960938 1742195630.8593
MEM 1932.960938 1742195631.1065
MEM 1623.960938 1742195631.3470
MEM 1819.960938 1742195631.5578
MEM 2001.960938 1742195631.7551
MEM 1887.613281 1742195631.9826
MEM 1691.265625 1742195632.1948
MEM 1927.613281 1742195632.4378
MEM 1709.613281 1742195632.6681
MEM 2021.613281 1742195632.8840
MEM 2067.613281 1742195633.1643
MEM 1491.613281 1742195633.4387
MEM 1339.613281 1742195633.6956
MEM 1697.613281 1742195633.9411
MEM 2128.613281 1742195634.1835
MEM 1944.613281 1742195634.4346
MEM 1961.613281 1742195634.6091
MEM 2012.917969 1742195634.8476
MEM 1389.265625 1742195635.0855
MEM 2116.265625 1742195635.2982
MEM 1752.960938 1742195635.5342
MEM 1915.960938 1742195635.7694
MEM 1617.804688 1742195636.0057
MEM 1521.804688 1742195636.2619
MEM 1909.960938 1742195636.5178
MEM 1859.960938 1742195636.7156
MEM 1892.613281 1742195636.9531
MEM 1716.265625 1742195637.2066
MEM 2051.613281 1742195637.3935
MEM 2028.613281 1742195637.6731
MEM 1489.265625 1742195637.9567
MEM 1958.613281 1742195638.1283
MEM 1761.613281 1742195638.4484
MEM 1606.656250 1742195638.7381
MEM 1905.656250 1742195638.9793
MEM 2133.656250 1742195639.2211
MEM 1678.308594 1742195639.4786
MEM 1676.308594 1742195639.7204
MEM 1929.960938 1742195639.9717
MEM 1637.613281 1742195640.1552
MEM 2014.960938 1742195640.3987
MEM 1910.960938 1742195640.6758
MEM 1831.960938 1742195640.9226
MEM 2284.960938 1742195641.1045
MEM 1803.960938 1742195641.3759
MEM 1505.613281 1742195641.6358
MEM 1899.613281 1742195641.8824
MEM 1725.996094 1742195642.1338
MEM 1966.960938 1742195642.3682
MEM 2058.960938 1742195642.5957
MEM 1527.960938 1742195642.8682
MEM 1699.960938 1742195643.1570
MEM 1599.308594 1742195643.3407
MEM 1807.308594 1742195643.5576
MEM 1637.960938 1742195643.8303
MEM 1898.308594 1742195644.0519
MEM 1747.308594 1742195644.2231
MEM 1495.613281 1742195644.4629
MEM 1639.960938 1742195644.6818
MEM 1683.960938 1742195644.9506
MEM 1633.960938 1742195645.1941
MEM 1354.656250 1742195645.4168
MEM 1135.718750 1742195645.6147
MEM 1115.718750 1742195645.8327
MEM 1443.718750 1742195646.0531
MEM 1353.718750 1742195646.2664
MEM 983.371094 1742195646.5196
MEM 961.371094 1742195646.7654
MEM 1293.371094 1742195646.9814
MEM 878.433594 1742195647.3199
MEM 1081.781250 1742195647.5399
MEM 1419.781250 1742195647.6918
MEM 917.781250 1742195647.9518
MEM 1069.781250 1742195648.1936
MEM 983.781250 1742195648.4275
MEM 1398.781250 1742195648.6130
MEM 1304.781250 1742195648.9454
MEM 987.433594 1742195649.2192
MEM 1143.519531 1742195649.4757
MEM 1053.519531 1742195649.8422
MEM 1239.519531 1742195650.0164
MEM 948.128906 1742195650.3578
MEM 1014.128906 1742195650.6914
MEM 1306.128906 1742195650.9543
MEM 1299.128906 1742195651.1766
MEM 1449.781250 1742195651.3523
MEM 1017.781250 1742195651.6446
MEM 1045.781250 1742195651.8293
MEM 1180.128906 1742195652.1665
MEM 1130.128906 1742195652.4541
MEM 1032.128906 1742195652.6384
MEM 1026.128906 1742195652.8406
MEM 998.128906 1742195653.0983
MEM 1236.128906 1742195653.3298
MEM 1340.128906 1742195653.5230
MEM 1346.128906 1742195653.8043
MEM 974.128906 1742195654.0489
MEM 1266.128906 1742195654.2488
MEM 1131.781250 1742195654.5511
MEM 1564.128906 1742195654.8109
MEM 1345.128906 1742195654.9987
MEM 1042.128906 1742195655.1845
MEM 1183.781250 1742195655.4688
MEM 1493.781250 1742195655.7139
MEM 1242.476562 1742195655.9488
MEM 1495.128906 1742195656.2008
MEM 903.781250 1742195656.5119
MEM 1132.128906 1742195656.7687
MEM 1170.128906 1742195657.0186
MEM 1090.128906 1742195657.2252
MEM 1184.476562 1742195657.4067
MEM 1493.476562 1742195657.6035
MEM 1012.476562 1742195657.8542
MEM 1540.476562 1742195658.0508
MEM 1152.476562 1742195658.2393
MEM 1320.476562 1742195658.4185
MEM 1427.476562 1742195658.7527
MEM 1130.128906 1742195659.0138
MEM 1257.781250 1742195659.3198
MEM 1230.128906 1742195659.6384
MEM 950.476562 1742195659.9432
MEM 1268.128906 1742195660.1924
MEM 968.128906 1742195660.5005
MEM 1245.128906 1742195660.7285
MEM 1166.128906 1742195660.9305
MEM 1028.128906 1742195661.1392
MEM 972.128906 1742195661.3944
MEM 1424.128906 1742195661.5742
MEM 1478.128906 1742195661.8121
MEM 990.128906 1742195662.0513
MEM 1445.128906 1742195662.2929
MEM 1340.394531 1742195662.5352
MEM 1440.394531 1742195662.7496
MEM 1327.394531 1742195663.0464
MEM 1031.046875 1742195663.3036
MEM 1493.394531 1742195663.5444
MEM 1052.394531 1742195663.8477
MEM 1509.394531 1742195664.0616
MEM 1310.046875 1742195664.3136
MEM 1216.046875 1742195664.5864
MEM 1174.046875 1742195664.7618
MEM 1114.046875 1742195664.9930
MEM 1038.046875 1742195665.2480
MEM 1440.046875 1742195665.4017
MEM 1102.394531 1742195665.7493
MEM 1205.394531 1742195666.0058
MEM 670.671875 1742195666.1918
MEM 795.671875 1742195666.4298
MEM 704.671875 1742195666.6518
MEM 646.671875 1742195666.8546
MEM 762.671875 1742195667.0917
MEM 526.671875 1742195667.2831
MEM 588.671875 1742195667.4903
MEM 794.671875 1742195667.6564
MEM 664.671875 1742195667.8742
MEM 512.671875 1742195668.1121
MEM 742.671875 1742195668.2934
MEM 780.671875 1742195668.5872
MEM 556.671875 1742195668.8227
MEM 768.671875 1742195668.9906
MEM 632.671875 1742195669.2179
MEM 787.019531 1742195669.4406
MEM 705.019531 1742195669.6499
MEM 459.019531 1742195669.8549
MEM 771.019531 1742195670.0822
MEM 660.671875 1742195670.2901
MEM 582.671875 1742195670.4572
MEM 530.671875 1742195670.6929
MEM 610.671875 1742195670.9165
MEM 795.671875 1742195671.0824
MEM 759.019531 1742195671.2719
MEM 437.671875 1742195671.5006
MEM 746.671875 1742195671.6420
MEM 674.671875 1742195671.8478
MEM 795.671875 1742195672.0713
MEM 572.671875 1742195672.2837
MEM 634.671875 1742195672.5147
MEM 500.671875 1742195672.6780
MEM 730.671875 1742195672.8996
MEM 696.671875 1742195673.1132
MEM 612.671875 1742195673.3163
MEM 522.671875 1742195673.5048
MEM 436.671875 1742195673.7313
MEM 574.671875 1742195673.9592
MEM 794.671875 1742195674.1293
MEM 662.671875 1742195674.3722
MEM 778.671875 1742195674.6025
MEM 636.324219 1742195674.8214
MEM 528.324219 1742195674.9911
MEM 450.671875 1742195675.1826
MEM 768.671875 1742195675.4022
MEM 659.019531 1742195675.6069
MEM 515.019531 1742195675.7755
MEM 557.019531 1742195675.9716
MEM 702.675781 1742195676.1985
MEM 658.675781 1742195676.4330
MEM 660.328125 1742195676.6490
MEM 556.328125 1742195676.8758
MEM 616.328125 1742195677.0998
MEM 568.328125 1742195677.2931
MEM 480.328125 1742195677.5179
MEM 540.656250 1742195677.7387
MEM 755.003906 1742195677.9086
MEM 592.656250 1742195678.1349
MEM 460.656250 1742195678.3650
MEM 698.656250 1742195678.5484
MEM 450.656250 1742195678.7737
MEM 582.656250 1742195678.9508
MEM 652.656250 1742195679.1941
MEM 576.656250 1742195679.3665
MEM 724.656250 1742195679.5388
MEM 534.656250 1742195679.7715
MEM 750.656250 1742195679.9414
MEM 612.308594 1742195680.1720
MEM 566.308594 1742195680.4744
MEM 790.308594 1742195680.6479
MEM 734.308594 1742195680.8810
MEM 490.308594 1742195681.0924
MEM 738.308594 1742195681.2833
MEM 524.308594 1742195681.4927
MEM 752.308594 1742195681.6884
MEM 656.308594 1742195681.8817
MEM 556.656250 1742195682.0570
MEM 640.656250 1742195682.2869
MEM 784.656250 1742195682.5232
MEM 595.003906 1742195682.7323
MEM 783.003906 1742195682.8827
MEM 569.003906 1742195683.0804
MEM 461.003906 1742195683.3130
MEM 705.003906 1742195683.4999
MEM 539.003906 1742195683.7453
MEM 459.003906 1742195683.9805
MEM 701.003906 1742195684.1722
MEM 498.656250 1742195684.4509
MEM 615.003906 1742195684.6648
MEM 639.003906 1742195684.9015
MEM 547.003906 1742195685.0713
MEM 627.003906 1742195685.3037
MEM 796.003906 1742195685.5639
MEM 573.003906 1742195685.7696
MEM 781.003906 1742195685.9203
MEM 521.003906 1742195686.2214
MEM 703.003906 1742195686.4593
MEM 553.351562 1742195686.6960
MEM 777.351562 1742195686.8684
MEM 796.351562 1742195687.0909
MEM 455.351562 1742195687.3158
MEM 469.351562 1742195687.5460
MEM 619.351562 1742195687.7431
MEM 605.351562 1742195687.9668
MEM 593.351562 1742195688.2097
MEM 437.003906 1742195688.4495
MEM 713.003906 1742195688.6636
MEM 589.003906 1742195688.9304
MEM 459.003906 1742195689.1754
MEM 713.003906 1742195689.3750
MEM 521.003906 1742195689.6129
MEM 637.003906 1742195689.8439
MEM 627.003906 1742195690.1126
MEM 499.003906 1742195690.2837
MEM 437.003906 1742195690.5315
MEM 557.003906 1742195690.7545
MEM 773.003906 1742195690.9289
MEM 581.003906 1742195691.1380
MEM 463.003906 1742195691.3710
MEM 707.003906 1742195691.5665
MEM 447.003906 1742195691.7888
MEM 669.003906 1742195691.9912
MEM 661.003906 1742195692.2259
MEM 757.003906 1742195692.4580
MEM 661.003906 1742195692.6942
MEM 655.003906 1742195692.9328
MEM 657.003906 1742195693.1364
MEM 505.003906 1742195693.3538
MEM 577.003906 1742195693.5718
MEM 781.003906 1742195693.7426
MEM 697.003906 1742195693.9878
MEM 547.003906 1742195694.2487
MEM 747.003906 1742195694.4141
MEM 647.003906 1742195694.6694
MEM 549.003906 1742195694.9486
MEM 749.003906 1742195695.1120
MEM 723.003906 1742195695.3849
MEM 567.003906 1742195695.6535
MEM 745.003906 1742195695.7941
MEM 597.003906 1742195696.0367
MEM 507.003906 1742195696.2981
MEM 707.003906 1742195696.4573
MEM 481.003906 1742195696.6899
MEM 789.003906 1742195696.9140
MEM 669.003906 1742195697.1181
MEM 796.003906 1742195697.3558
MEM 719.003906 1742195697.5870
MEM 667.003906 1742195697.8107
MEM 775.003906 1742195698.0434
MEM 607.003906 1742195698.2473
MEM 631.003906 1742195698.4758
MEM 477.410156 1742195698.6387
MEM 796.410156 1742195698.8724
MEM 575.410156 1742195699.1087
MEM 791.410156 1742195699.2806
MEM 729.410156 1742195699.5156
MEM 555.410156 1742195699.7659
MEM 773.410156 1742195699.9376
MEM 655.410156 1742195700.1707
MEM 535.410156 1742195700.4252
MEM 753.410156 1742195700.5987
MEM 667.410156 1742195700.8459
MEM 531.410156 1742195701.0944
MEM 753.410156 1742195701.2702
MEM 565.410156 1742195701.4830
MEM 455.410156 1742195701.7117
MEM 711.410156 1742195701.9120
MEM 501.410156 1742195702.1473
MEM 749.410156 1742195702.3561
MEM 685.410156 1742195702.5758
MEM 677.410156 1742195702.7967
MEM 605.410156 1742195702.9708
MEM 796.410156 1742195703.2022
MEM 565.410156 1742195703.4149
MEM 779.410156 1742195703.5885
MEM 571.410156 1742195703.7881
MEM 711.062500 1742195703.9818
MEM 613.410156 1742195704.2140
MEM 455.410156 1742195704.3870
MEM 575.062500 1742195704.6084
MEM 796.062500 1742195704.8634
MEM 613.410156 1742195705.0756
MEM 461.410156 1742195705.2483
MEM 581.410156 1742195705.4716
MEM 603.410156 1742195705.6907
MEM 459.757812 1742195705.9039
MEM 613.757812 1742195706.0831
MEM 437.757812 1742195706.2545
MEM 437.757812 1742195706.4499
MEM 437.757812 1742195706.6208
MEM 71.847656 1742195706.7774
MEM 141.847656 1742195706.9271
MEM 202.847656 1742195707.0760
MEM 228.847656 1742195707.2312
MEM 248.847656 1742195707.3981
MEM 274.847656 1742195707.5646
MEM 282.847656 1742195707.7281
MEM 297.847656 1742195707.8888
MEM 305.847656 1742195708.0485
MEM 334.847656 1742195708.2078
MEM 354.847656 1742195708.3665
MEM 374.847656 1742195708.5243
